Cell,sink_type
GR97_bcGFAG,
GR97_bcEMXT,
GR97_bcAFIG,
GR97_bcAIQT,
GR97_bcCBSL,
GR97_bcGWTE,
GR97_bcFRMA,
GR97_bcCLXF,
GR97_bcECLN,
GR97_bcFFHG,
GR97_bcBKWI,
GR97_bcASEH,
GR97_bcFHNF,
GR97_bcCGSS,neutrophil
GR97_bcBTUM,
GR97_bcECWJ,
GR97_bcDPUI,
GR97_bcACDC,
GR97_bcIFYK,
GR97_bcDSMF,
GR97_bcBRQW,
GR97_bcBRQH,
GR97_bcDBLV,
GR97_bcBRMO,
GR97_bcBKYC,
GR97_bcBGRG,
GR97_bcHBRG,
GR97_bcFXJM,
GR97_bcGBNK,
GR97_bcGNFY,
GR97_bcCPGH,
GR97_bcDKKP,
GR97_bcBQMZ,
GR97_bcCEKM,
GR97_bcAWBS,
GR97_bcEYBD,
GR97_bcFFSP,
GR97_bcFQIT,
GR97_bcDERL,
GR97_bcCEFE,
GR97_bcFVGG,
GR97_bcEMBM,
GR97_bcHFGZ,
GR97_bcDIGK,
GR97_bcASKA,
GR97_bcGFTD,
GR97_bcBPUQ,
GR97_bcADLF,
GR97_bcANAQ,neutrophil
GR97_bcCUYY,
GR97_bcFRCQ,
GR97_bcAONV,
GR97_bcIHRE,
GR97_bcBLCN,
GR97_bcALYU,
GR97_bcFIFD,
GR97_bcDUQR,
GR97_bcCFKD,
GR97_bcEALC,
GR97_bcBSZT,
GR97_bcCTFI,
GR97_bcBPLK,
GR97_bcBJDP,
GR97_bcBOVN,
GR97_bcHKVT,
GR97_bcFDXG,
GR97_bcBJXK,
GR97_bcDAHN,
GR97_bcABWP,
GR97_bcBIKV,
GR97_bcESWO,
GR97_bcAGCD,
GR97_bcFNGG,
GR97_bcCABG,
GR97_bcHLPM,
GR97_bcFNYT,
GR97_bcBDOY,
GR97_bcEGRS,
GR97_bcFDHE,
GR97_bcBEUH,
GR97_bcBAWX,
GR97_bcBJTP,
GR97_bcDJWK,
GR97_bcAAKA,
GR97_bcABHU,
GR97_bcHLRV,
GR97_bcAOLZ,
GR97_bcAAXG,
GR97_bcFGEQ,
GR97_bcAXQN,
GR97_bcDEQV,
GR97_bcBQFC,
GR97_bcELBU,
GR97_bcFWDL,
GR97_bcDYWD,
GR97_bcHGGB,
GR97_bcBXKT,
GR97_bcBSDA,
GR97_bcEHXF,
GR97_bcBVIW,
GR97_bcCKDW,
GR97_bcFFQN,
GR97_bcGATG,
GR97_bcCAYA,
GR97_bcBSEJ,
GR97_bcBWBC,
GR97_bcENFX,
GR97_bcGNIH,
GR97_bcEOLY,
GR97_bcBXTD,
GR97_bcCTLQ,
GR97_bcANKO,
GR97_bcABVL,
GR97_bcGQZV,
GR97_bcESVL,
GR97_bcAMTO,
GR97_bcEUTH,
GR97_bcFRBU,
GR97_bcBXEO,
GR97_bcFEQH,
GR97_bcGHIL,
GR97_bcCZMT,
GR97_bcIFML,
GR97_bcBYUN,
GR97_bcFWTE,
GR97_bcEUIM,
GR97_bcBAXC,
GR97_bcBGBI,
GR97_bcFDGF,
GR97_bcENOD,
GR97_bcBEOE,
GR97_bcFBHV,
GR97_bcFQKZ,
GR97_bcGUEB,
GR97_bcBKPN,
GR97_bcDOTO,
GR97_bcDULQ,
GR97_bcAMAT,
GR97_bcCGYF,
GR97_bcEIBU,
GR97_bcGZWD,
GR97_bcDWLJ,
GR97_bcBXZB,
GR97_bcFISP,
GR97_bcCYIE,
GR97_bcBPRO,
GR97_bcFXDO,
GR97_bcEVXG,
GR97_bcCFHJ,
GR97_bcBLJH,
GR97_bcBJIM,
GR97_bcCMQC,
GR97_bcFFFR,
GR97_bcBEDO,
GR97_bcBEID,
GR97_bcFQMA,
GR97_bcHYQR,
GR97_bcBRIA,
GR97_bcCVSM,
GR97_bcFCUW,
GR97_bcCEIW,
GR97_bcFYMN,
GR97_bcAAJK,
GR97_bcESEE,
GR97_bcFKDN,
GR97_bcBHZR,
GR97_bcAXKQ,
GR97_bcEAZZ,
GR97_bcGZEM,
GR97_bcANKE,
GR97_bcBYAP,
GR97_bcCKXS,
GR97_bcBNZC,
GR97_bcBGRI,
GR97_bcCZAL,
GR97_bcHDQF,
GR97_bcFFCT,
GR97_bcAVMF,
GR97_bcEMSL,
GR97_bcGBEB,
GR97_bcABME,
GR97_bcAIXE,
GR97_bcDOGD,
GR97_bcAJDS,
GR97_bcBYIT,
GR97_bcAFWT,
GR97_bcAOMS,
GR97_bcCSCV,lymphocyte
GR97_bcGQHF,
GR97_bcBRFJ,
GR97_bcBJQM,
GR97_bcCVJB,
GR97_bcBBEN,
GR97_bcGNAL,
GR97_bcDAJY,
GR97_bcGWPM,
GR97_bcCESN,
GR97_bcDTUJ,
GR97_bcAIAF,
GR97_bcALFS,
GR97_bcGEFC,
GR97_bcDZTJ,
GR97_bcEPKV,
GR97_bcFXUO,
GR97_bcEAFW,
GR97_bcERJL,
GR97_bcASOG,
GR97_bcEGTY,
GR97_bcCBVM,
GR97_bcBHWO,
GR97_bcEDNT,
GR97_bcBQND,
GR97_bcEEGM,
GR97_bcEWWM,
GR97_bcEZBH,
GR97_bcCXTS,
GR97_bcFGLJ,
GR97_bcGYYI,
GR97_bcDPVE,
GR97_bcBJJS,
GR97_bcAOOM,
GR97_bcAMUC,
GR97_bcAWVI,
GR97_bcCVNM,
GR97_bcFUPQ,
GR97_bcFONV,
GR97_bcEJBG,
GR97_bcGAHF,
GR97_bcDOQR,
GR97_bcESTI,
GR97_bcBZQM,
GR97_bcBMII,
GR97_bcDMAK,
GR97_bcEBAC,
GR97_bcDWXM,
GR97_bcBSXW,
GR97_bcIFXG,
GR97_bcIJWM,
GR97_bcAIEL,
GR97_bcBZAW,
GR97_bcGTJF,
GR97_bcGYWG,
GR97_bcGFAQ,
GR97_bcATEY,
GR97_bcESZA,
GR97_bcGCWE,
GR97_bcAMRY,
GR97_bcCMYS,
GR97_bcCBJU,
GR97_bcCYBD,
GR97_bcDZLC,neutrophil
GR97_bcAGRH,
GR97_bcFPQS,
GR97_bcCXKY,
GR97_bcEHRE,
GR97_bcFGBE,
GR97_bcDPCL,
GR97_bcCTNE,
GR97_bcALNA,
GR97_bcBVMR,
GR97_bcAXTP,
GR97_bcAWTU,
GR97_bcAVTL,
GR97_bcDBSO,
GR97_bcEOQA,
GR97_bcCPUI,monocyte_lymphoid
GR97_bcCCGF,lymphocyte
GR97_bcDVYW,
GR97_bcFCWK,
GR97_bcEGKU,
GR97_bcGDRV,
GR97_bcEYAL,
GR97_bcBMHD,
GR97_bcBEFP,
GR97_bcGDAH,
GR97_bcBKJZ,lymphocyte
GR97_bcAMLM,
GR97_bcEOIZ,
GR97_bcDMTO,
GR97_bcHJEA,
GR97_bcHQES,
GR97_bcDNRR,
GR97_bcDGZC,
GR97_bcBOIA,
GR97_bcHVCD,
GR97_bcELLI,
GR97_bcCTZK,
GR97_bcBMXU,lymphocyte
GR97_bcDCAO,
GR97_bcHJMH,
GR97_bcETLT,
GR97_bcGBVA,
GR97_bcBWWN,
GR97_bcFGKD,
GR97_bcFYDN,
GR97_bcCMXM,
GR97_bcFVBJ,
GR97_bcFXJC,
GR97_bcGIRA,
GR97_bcFCSQ,
GR97_bcEJVE,
GR97_bcBEIX,
GR97_bcBPBB,
GR97_bcELOQ,
GR97_bcDXIJ,
GR97_bcGKIL,
GR97_bcBLLU,
GR97_bcDHJV,
GR97_bcEQUP,
GR97_bcEJLB,
GR97_bcBLSL,
GR97_bcDQCN,
GR97_bcFNFB,
GR97_bcBGVH,
GR97_bcDZBH,
GR97_bcDZFC,
GR97_bcAYPX,
GR97_bcBOJC,
GR97_bcEKSW,
GR97_bcCYBJ,
GR97_bcCNRO,
GR97_bcEYUD,
GR97_bcBGJF,
GR97_bcAXQA,
GR97_bcAGTB,
GR97_bcAISB,
GR97_bcGQMB,neutrophil
GR97_bcERRD,
GR97_bcFVJE,
GR97_bcETXK,
GR97_bcFUUW,
GR97_bcFJSZ,
GR97_bcANQE,
GR97_bcCOGG,
GR97_bcGGSD,
GR97_bcCRQY,
GR97_bcBPID,
GR97_bcDNYG,neutrophil
GR97_bcCMYT,
GR97_bcEOSK,
GR97_bcEQVC,
GR97_bcFMPZ,
GR97_bcHJAY,
GR97_bcAEHZ,
GR97_bcHZMI,
GR97_bcBJEM,
GR97_bcCOGJ,
GR97_bcEQXF,
GR97_bcANYI,
GR97_bcEMBL,
GR97_bcFYEP,
GR97_bcGICR,
GR97_bcDCSW,
GR97_bcAPHW,
GR97_bcAQJB,
GR97_bcDADT,
GR97_bcFBMT,
GR97_bcBNLV,
GR97_bcAIMT,
GR97_bcDAAU,
GR97_bcBMWS,
GR97_bcANQO,
GR97_bcCBDZ,
GR97_bcAIKU,
GR97_bcEBKK,
GR97_bcFPNZ,
GR97_bcGVFP,
GR97_bcDAZX,
GR97_bcESCX,
GR97_bcDANL,neutrophil
GR97_bcEVAQ,
GR97_bcFALS,
GR97_bcBZBJ,
GR97_bcEWXK,lymphocyte
GR97_bcAZNH,
GR97_bcAIOO,
GR97_bcEPXL,
GR97_bcGRIZ,
GR97_bcAXTG,
GR97_bcCRTC,
GR97_bcABCP,lymphocyte
GR97_bcEGZL,
GR97_bcBWZP,
GR97_bcEHMP,
GR97_bcDZGJ,
GR97_bcGGYM,
GR97_bcIEWB,
GR97_bcDLYI,
GR97_bcETPC,
GR97_bcFMCG,
GR97_bcHWXD,lymphocyte
GR97_bcDJUY,
GR97_bcAZXK,
GR97_bcBNUA,
GR97_bcFUGX,
GR97_bcEXDH,
GR97_bcHMUV,
GR97_bcALBB,
GR97_bcBAZU,
GR97_bcBFBH,
GR97_bcCIKD,
GR97_bcAKVK,
GR97_bcFRAK,
GR97_bcAIZE,
GR97_bcABWB,
GR97_bcBZJV,
GR97_bcFUZX,
GR97_bcEIIX,
GR97_bcDVFM,
GR97_bcBSZJ,
GR97_bcEVUU,
GR97_bcBIAS,erythroid
GR97_bcDTAC,
GR97_bcASLG,neutrophil
GR97_bcBNDE,basophil
GR97_bcCSLN,
GR97_bcAPXO,
GR97_bcFKFM,
GR97_bcEYHK,lymphocyte
GR97_bcGTHN,
GR97_bcBVJK,
GR97_bcEHPS,
GR97_bcEFQG,neutrophil
GR97_bcEMKE,
GR97_bcBPTQ,
GR97_bcBJLA,
GR97_bcGEST,
GR97_bcFOVI,
GR97_bcADQF,neutrophil
GR97_bcCAFG,
GR97_bcAHHG,
GR97_bcFXOF,
GR97_bcFRRO,
GR97_bcEFJX,
GR97_bcDCQZ,
GR97_bcDIGA,
GR97_bcFJEZ,
GR97_bcAYBE,
GR97_bcDQDD,
GR97_bcIIZJ,
GR97_bcBQED,
GR97_bcDKMB,
GR97_bcDZWD,
GR97_bcCRPO,
GR97_bcCBKV,
GR97_bcAAVF,
GR97_bcFWQP,
GR97_bcGBLM,
GR97_bcEVNU,
GR97_bcEMDB,
GR97_bcEHXH,
GR97_bcDSBE,
GR97_bcBIQK,
GR97_bcBRFV,
GR97_bcAHIN,
GR97_bcFYAR,
GR97_bcCVJX,
GR97_bcBGVJ,
GR97_bcFTOJ,
GR97_bcHCMX,
GR97_bcHNBA,
GR97_bcFXSB,
GR97_bcDAKD,
GR97_bcICKJ,
GR97_bcBLVX,
GR97_bcHTBE,
GR97_bcBGFJ,
GR97_bcFQFF,
GR97_bcFWPL,
GR97_bcGCIH,
GR97_bcFXTW,
GR97_bcFTSD,
GR97_bcCHEL,lymphocyte
GR97_bcDWTM,
GR97_bcHUFV,
GR97_bcGJEJ,
GR97_bcATJR,
GR97_bcECKJ,
GR97_bcBLYA,
GR97_bcFDPS,
GR97_bcEURJ,
GR97_bcEOMU,
GR97_bcBUAI,
GR97_bcAZHQ,
GR97_bcFRGG,
GR97_bcFSVM,
GR97_bcEXGF,
GR97_bcDIVD,
GR97_bcDLQL,
GR97_bcDSAU,
GR97_bcBCQS,
GR97_bcCPKN,
GR97_bcGFWU,
GR97_bcFZBB,
GR97_bcAACJ,
GR97_bcGFYB,
GR97_bcCUXS,
GR97_bcBHVZ,
GR97_bcFXWP,
GR97_bcDKQE,neutrophil
GR97_bcBWPT,
GR97_bcIJKH,
GR97_bcDMEB,
GR97_bcEONY,
GR97_bcAORZ,
GR97_bcEJJQ,
GR97_bcEEKR,
GR97_bcAZKN,
GR97_bcEKIP,
GR97_bcEVZZ,
GR97_bcDIRM,
GR97_bcEIOM,
GR97_bcESCC,
GR97_bcAVIW,
GR97_bcEURN,
GR97_bcERGR,
GR97_bcEQIO,neutrophil
GR97_bcDCSU,
GR97_bcFAVU,
GR97_bcCPNV,
GR97_bcCPAG,
GR97_bcAGRV,
GR97_bcFUER,
GR97_bcBJMA,erythroid
GR97_bcCQCO,
GR97_bcFRLY,
GR97_bcDESL,lymphocyte
GR97_bcCHRY,
GR97_bcFBQB,
GR97_bcHURR,
GR97_bcDAAI,
GR97_bcEZEJ,
GR97_bcFWLJ,
GR97_bcEWLO,
GR97_bcBVQF,
GR97_bcGVON,
GR97_bcBRYU,
GR97_bcIIZY,
GR97_bcEJZM,
GR97_bcAQQA,
GR97_bcAGTE,
GR97_bcBBRI,
GR97_bcFCEL,
GR97_bcALWJ,
GR97_bcFVWV,
GR97_bcFGZJ,
GR97_bcGPXK,basophil
GR97_bcAAVY,
GR97_bcFQWJ,
GR97_bcBTGW,
GR97_bcIIMC,
GR97_bcAEOO,
GR97_bcBRYZ,
GR97_bcESPR,
GR97_bcDKCG,
GR97_bcFWFF,
GR97_bcFEHU,
GR97_bcAQPP,
GR97_bcECXS,
GR97_bcDCDS,
GR97_bcIEMV,
GR97_bcBLMD,lymphocyte
GR97_bcHQAT,
GR97_bcDLNX,
GR97_bcEVRY,
GR97_bcAZTE,
GR97_bcGAHX,
GR97_bcHCXS,
GR97_bcAZIQ,
GR97_bcELTZ,
GR97_bcBRMS,
GR97_bcAGSA,
GR97_bcAIRG,
GR97_bcDCSO,
GR97_bcANFC,
GR97_bcBYRF,
GR97_bcFQTV,
GR97_bcBYVL,
GR97_bcFDEE,
GR97_bcFOHO,
GR97_bcFRJZ,
GR97_bcCBUT,
GR97_bcDLYK,erythroid
GR97_bcHCWP,
GR97_bcHWJH,
GR97_bcBWUW,
GR97_bcHUQM,
GR97_bcAVAX,
GR97_bcEYXX,
GR97_bcFAQE,
GR97_bcHJKT,
GR97_bcFZKI,
GR97_bcHXHB,
GR97_bcGPOL,
GR97_bcGEMH,
GR97_bcBPVV,
GR97_bcGGXL,
GR97_bcEWKE,
GR97_bcDHHX,
GR97_bcFDXZ,
GR97_bcHWTH,
GR97_bcFXDD,
GR97_bcBYSG,
GR97_bcASVL,
GR97_bcEUIT,
GR97_bcFXYS,
GR97_bcCZLP,
GR97_bcBCLD,
GR97_bcEDHW,
GR97_bcBJNO,
GR97_bcEJJX,
GR97_bcATQD,
GR97_bcAYMF,
GR97_bcBAPR,
GR97_bcGEEU,
GR97_bcFYGP,
GR97_bcENPI,
GR97_bcDFPC,
GR97_bcBMPM,
GR97_bcAQBI,
GR97_bcFZYH,
GR97_bcBTTR,
GR97_bcFNKD,
GR97_bcCMQK,
GR97_bcAYSD,
GR97_bcEYPY,lymphocyte
GR97_bcGGXH,neutrophil
GR97_bcHTOI,
GR97_bcIHJX,
GR97_bcBZGT,
GR97_bcDTCN,
GR97_bcAELD,
GR97_bcAOTD,
GR97_bcGUEG,
GR97_bcFAGC,
GR97_bcDHKH,
GR97_bcFSAR,
GR97_bcCICH,
GR97_bcCHIY,
GR97_bcEQLD,
GR97_bcBJCF,
GR97_bcBPGY,
GR97_bcCJQV,
GR97_bcBKWN,
GR97_bcBWUM,
GR97_bcEBPA,
GR97_bcANLG,
GR97_bcBSTU,
GR97_bcGBRL,
GR97_bcFWPN,
GR97_bcAXUE,
GR97_bcESWD,
GR97_bcFIWL,
GR97_bcBPAX,
GR97_bcBXYJ,
GR97_bcADTR,
GR97_bcDGEO,
GR97_bcAFNU,
GR97_bcARVN,
GR97_bcEYCH,
GR97_bcCRNO,
GR97_bcECNY,
GR97_bcEFKD,
GR97_bcHOHS,
GR97_bcFLWR,
GR97_bcGFPL,
GR97_bcAZYF,
GR97_bcDTKT,
GR97_bcBMAA,
GR97_bcGEZT,
GR97_bcESAQ,
GR97_bcDZKZ,
GR97_bcEZHT,
GR97_bcDAVA,
GR97_bcASTP,
GR97_bcBUMO,
GR97_bcCNNM,
GR97_bcAXTC,erythroid
GR97_bcCMAP,
GR97_bcDLYN,
GR97_bcAFOF,
GR97_bcDBMD,
GR97_bcIHOH,
GR97_bcBZGO,
GR97_bcGUPU,
GR97_bcDUQI,
GR97_bcEAOT,
GR97_bcAYNA,
GR97_bcFLHP,
GR97_bcEFQT,
GR97_bcFZSD,
GR97_bcAHPP,
GR97_bcFMSI,
GR97_bcAIDJ,
GR97_bcBKTL,
GR97_bcEAUV,
GR97_bcAUKT,
GR97_bcEHJN,
GR97_bcELXB,
GR97_bcCGGD,
GR97_bcCPRO,
GR97_bcFJEX,
GR97_bcBULF,monocyte_lymphoid
GR97_bcFTYG,
GR97_bcBFAA,
GR97_bcHGNB,
GR97_bcDPVY,
GR97_bcBUKL,
GR97_bcFTIN,
GR97_bcCDQL,
GR97_bcCKTA,
GR97_bcFEUV,
GR97_bcCAZV,
GR97_bcEZKV,
GR97_bcDZBI,
GR97_bcELHJ,
GR97_bcFUDX,
GR97_bcAGPU,
GR97_bcFNHR,
GR97_bcERYH,monocyte_myeloid
GR97_bcEYOT,
GR97_bcBBMS,
GR97_bcCKMW,
GR97_bcBZRH,
GR97_bcCEOR,
GR97_bcCDWJ,
GR97_bcEZYD,
GR97_bcBYGC,lymphocyte
GR97_bcBOBQ,
GR97_bcFCAY,
GR97_bcAGLO,
GR97_bcAJKO,
GR97_bcIKCB,
GR97_bcFRZI,
GR97_bcAZKG,
GR97_bcBACM,lymphocyte
GR97_bcHDCL,
GR97_bcAFBB,
GR97_bcAJXO,
GR97_bcASFD,
GR97_bcEUBO,
GR97_bcEXAB,
GR97_bcAXEV,
GR97_bcBDQA,
GR97_bcFWCQ,
GR97_bcERJP,
GR97_bcAOPS,
GR97_bcBPSG,
GR97_bcAIQZ,
GR97_bcDORZ,
GR97_bcFIJH,
GR97_bcBVOI,
GR97_bcCDHO,
GR97_bcBAMY,
GR97_bcETEC,
GR97_bcCODO,
GR97_bcBNTI,
GR97_bcHRXN,
GR97_bcAUGM,
GR97_bcDFIR,
GR97_bcBKLV,
GR97_bcEQYB,
GR97_bcBYWC,
GR97_bcDYUH,
GR97_bcBAFI,
GR97_bcHIUM,
GR97_bcCOQT,
GR97_bcFGQH,
GR97_bcCOWH,
GR97_bcBCWZ,
GR97_bcHXCI,neutrophil
GR97_bcAHEH,neutrophil
GR97_bcBMFE,basophil
GR97_bcEILU,
GR97_bcAXFT,
GR97_bcABAV,
GR97_bcEWBA,
GR97_bcFVZA,
GR97_bcFODL,
GR97_bcAQDG,
GR97_bcEZWN,
GR97_bcCBPQ,
GR97_bcAJGQ,
GR97_bcDGIK,
GR97_bcDFRK,
GR97_bcDMQZ,
GR97_bcEFMK,
GR97_bcEORT,erythroid
GR97_bcALCG,
GR97_bcCKYA,
GR97_bcBFDD,erythroid
GR97_bcFJWU,
GR97_bcBYAM,
GR97_bcFIZD,
GR97_bcBBLM,
GR97_bcCNGX,
GR97_bcFLAQ,
GR97_bcBODI,
GR97_bcGXEJ,
GR97_bcBWIR,
GR97_bcCABQ,
GR97_bcAVIP,
GR97_bcBLHD,
GR97_bcAYRI,
GR97_bcBOSL,
GR97_bcEUSU,
GR97_bcHQGV,
GR97_bcAPWY,
GR97_bcEBAQ,
GR97_bcAJLV,
GR97_bcADWW,
GR97_bcFGAB,
GR97_bcBXJU,
GR97_bcAMFF,
GR97_bcAFIB,
GR97_bcAJID,
GR97_bcBSJQ,
GR97_bcBPRM,
GR97_bcAVIO,
GR97_bcFFRU,
GR97_bcFMCS,
GR97_bcFCIB,
GR97_bcGKMA,platelet
GR97_bcCJFJ,
GR97_bcAJLQ,
GR97_bcAUSV,
GR97_bcGKUG,
GR97_bcEGLV,
GR97_bcDGQY,
GR97_bcCSIW,
GR97_bcBMJB,
GR97_bcFFFX,
GR97_bcAVRB,
GR97_bcBGYR,
GR97_bcGBDA,
GR97_bcBMBC,
GR97_bcBLGZ,
GR97_bcBHZI,
GR97_bcALHB,
GR97_bcBZCD,
GR97_bcCXUG,
GR97_bcFPGN,
GR97_bcEPYM,
GR97_bcEKYS,
GR97_bcBPVU,
GR97_bcEKOS,
GR97_bcGCDL,
GR97_bcBKDH,
GR97_bcBPSP,
GR97_bcDHTO,
GR97_bcEFSL,
GR97_bcAAXE,
GR97_bcCYJF,
GR97_bcGTHK,
GR97_bcDCMS,
GR97_bcEIIK,
GR97_bcEVVS,
GR97_bcAZDV,neutrophil
GR97_bcFVED,erythroid
GR97_bcGFGX,
GR97_bcFSQA,
GR97_bcCYLR,
GR97_bcHNLT,
GR97_bcAURY,
GR97_bcCASX,
GR97_bcFRAY,neutrophil
GR97_bcFTUH,
GR97_bcFPWY,
GR97_bcALDA,
GR97_bcFENB,neutrophil
GR97_bcAQMB,
GR97_bcCLAT,
GR97_bcIFLM,
GR97_bcELEC,
GR97_bcDHHE,
GR97_bcFLIM,
GR97_bcAKDM,
GR97_bcGBIK,
GR97_bcDPBE,
GR97_bcFIGT,
GR97_bcAOTN,
GR97_bcFRQI,
GR97_bcCKME,
GR97_bcALNZ,
GR97_bcHLOF,
GR97_bcAZTS,
GR97_bcFPKW,
GR97_bcASRC,
GR97_bcFPTB,
GR97_bcAXZQ,
GR97_bcBOWW,
GR97_bcAAQY,
GR97_bcEHRK,
GR97_bcDFMZ,
GR97_bcCBXX,
GR97_bcCSQM,
GR97_bcBWZU,
GR97_bcDNZF,
GR97_bcCCBC,
GR97_bcFZZW,
GR97_bcDWOQ,
GR97_bcBIQR,
GR97_bcEVFK,
GR97_bcAWNQ,
GR97_bcEVWK,
GR97_bcDQNN,
GR97_bcGOWL,
GR97_bcIFGB,
GR97_bcFNIN,monocyte_lymphoid
GR97_bcHSVY,
GR97_bcCZTQ,
GR97_bcBARF,
GR97_bcEYTQ,
GR97_bcCUZP,monocyte_lymphoid
GR97_bcBFJS,
GR97_bcBKXH,
GR97_bcBBFR,
GR97_bcAWKS,
GR97_bcDCBW,
GR97_bcFBOM,
GR97_bcFPAH,
GR97_bcEZFB,
GR97_bcFWMO,
GR97_bcGAPF,lymphocyte
GR97_bcADPO,
GR97_bcCZHG,
GR97_bcFLOR,
GR97_bcAIER,
GR97_bcBKXQ,
GR97_bcAGAE,
GR97_bcCENQ,
GR97_bcDLWJ,
GR97_bcCHQE,
GR97_bcFMJK,
GR97_bcCCHP,
GR97_bcCMCV,
GR97_bcBEVN,
GR97_bcFEAI,
GR97_bcBGER,
GR97_bcFSFF,
GR97_bcGNEQ,
GR97_bcFLWG,
GR97_bcDXOV,
GR97_bcCJUL,
GR97_bcFCTD,
GR97_bcFXNW,
GR97_bcGGLT,
GR97_bcGAWW,
GR97_bcDMFY,
GR97_bcAMLH,
GR97_bcFTEQ,
GR97_bcDZZI,erythroid
GR97_bcDSWY,
GR97_bcELAZ,neutrophil
GR97_bcAWKF,
GR97_bcAQLY,
GR97_bcFJOF,
GR97_bcFWDP,
GR97_bcAHTW,neutrophil
GR97_bcECFA,
GR97_bcBHZE,
GR97_bcDUDJ,
GR97_bcCBBD,
GR97_bcEHBK,
GR97_bcDMNH,
GR97_bcERYQ,
GR97_bcCVOB,
GR97_bcEXRG,neutrophil
GR97_bcBMKB,
GR97_bcBFPD,
GR97_bcIHUT,
GR97_bcFMNT,
GR97_bcEIYB,
GR97_bcBHWM,
GR97_bcFJQK,
GR97_bcGFSN,
GR97_bcBALH,
GR97_bcBGVZ,
GR97_bcBGPZ,
GR97_bcALWA,
GR97_bcAELX,
GR97_bcEBEF,
GR97_bcBNSN,
GR97_bcDMND,
GR97_bcBHDT,
GR97_bcAXFI,monocyte_lymphoid
GR97_bcAHXX,
GR97_bcFYYF,
GR97_bcCYBN,
GR97_bcEFTE,
GR97_bcBGGP,
GR97_bcBSKQ,
GR97_bcESAE,
GR97_bcALYQ,
GR97_bcETWN,
GR97_bcAZEI,
GR97_bcBUQY,
GR97_bcAKSA,
GR97_bcAQMC,
GR97_bcCNXY,
GR97_bcEGSG,
GR97_bcGRAH,
GR97_bcELIW,lymphocyte
GR97_bcHXUG,
GR97_bcDYDE,
GR97_bcFUEL,
GR97_bcCGEI,monocyte_lymphoid
GR97_bcHOBE,
GR97_bcGXTG,
GR97_bcBABK,
GR97_bcBAZY,
GR97_bcFKHS,lymphocyte
GR97_bcCXLP,
GR97_bcBTAB,lymphocyte
GR97_bcFSWN,
GR97_bcFBWM,
GR97_bcBVEA,
GR97_bcDFDU,
GR97_bcGCGS,
GR97_bcFDLA,
GR97_bcBYCM,
GR97_bcIEST,
GR97_bcDWWM,
GR97_bcABKY,
GR97_bcCDYX,
GR97_bcHEHG,
GR97_bcDTGU,
GR97_bcBSPZ,
GR97_bcALMB,
GR97_bcEIHC,
GR97_bcFTJX,
GR97_bcGTBW,
GR97_bcCUXJ,
GR97_bcBCFT,
GR97_bcEBKX,
GR97_bcAHFU,
GR97_bcCJEG,neutrophil
GR97_bcDRHS,
GR97_bcAAOX,
GR97_bcFDQM,
GR97_bcGAPC,
GR97_bcBRCH,
GR97_bcHLEH,
GR97_bcDTNB,
GR97_bcGJSI,
GR97_bcFRBS,
GR97_bcDOPP,
GR97_bcHAOP,
GR97_bcBMPH,
GR97_bcBWTU,
GR97_bcGASO,
GR97_bcCCES,
GR97_bcHZMF,
GR97_bcBXXS,
GR97_bcEMVT,neutrophil
GR97_bcGNXU,
GR97_bcDRLS,
GR97_bcCWNT,
GR97_bcCCXM,
GR97_bcBZTA,
GR97_bcBDRD,
GR97_bcDOGI,
GR97_bcEYPZ,neutrophil
GR97_bcGZPK,
GR97_bcEHAA,
GR97_bcGJVD,
GR97_bcBRDN,
GR97_bcFNEE,
GR97_bcFGAM,
GR97_bcCPKP,
GR97_bcBKDK,
GR97_bcFBMW,
GR97_bcHYEQ,
GR97_bcHNPJ,
GR97_bcAXAH,
GR97_bcBGDA,
GR97_bcAUXX,
GR97_bcFFLZ,
GR97_bcBPGP,
GR97_bcELLR,
GR97_bcBUYI,
GR97_bcAWHF,
GR97_bcELCM,
GR97_bcIAYI,
GR97_bcEOFW,
GR97_bcDGKE,
GR97_bcDHHT,
GR97_bcBPNZ,
GR97_bcGZIX,
GR97_bcGHIZ,
GR97_bcDBMR,
GR97_bcCZNR,monocyte_lymphoid
GR97_bcBTAZ,
GR97_bcBMEB,
GR97_bcAHWC,
GR97_bcFSDM,
GR97_bcBVKG,
GR97_bcFALO,
GR97_bcBLEB,
GR97_bcEHDH,
GR97_bcDPLT,
GR97_bcBGSJ,
GR97_bcBXYB,
GR97_bcFCGT,
GR97_bcEDWN,
GR97_bcBIZI,
GR97_bcBBBF,
GR97_bcFZHD,
GR97_bcICMY,
GR97_bcFRBH,
GR97_bcFGDI,
GR97_bcERJM,
GR97_bcFAHP,
GR97_bcEABW,
GR97_bcGHHK,
GR97_bcEKTJ,
GR97_bcBXWU,
GR97_bcABAS,
GR97_bcDGAV,
GR97_bcEKIO,
GR97_bcGADA,
GR97_bcBFPO,
GR97_bcEKBU,
GR97_bcDFYB,
GR97_bcFGZP,
GR97_bcFTEW,
GR97_bcCWFC,
GR97_bcCXFG,
GR97_bcBEME,
GR97_bcGBTW,
GR97_bcFXJO,
GR97_bcAWID,
GR97_bcCHIN,
GR97_bcAZTT,
GR97_bcCYNP,
GR97_bcBKUK,erythroid
GR97_bcFHZB,
GR97_bcFTDW,lymphocyte
GR97_bcFBQR,
