Cell,meta_cluster
GR72-bcFTWE,Meg/Ery-biased-MPP
GR72-bcHDXB,Granulocyte
GR72-bcFRVV,HSC/MPP
GR72-bcCDPE,HSC/MPP
GR72-bcHYUO,HSC/MPP
GR72-bcBJRZ,HSC/MPP
GR72-bcEQPU,HSC/MPP
GR72-bcEEJD,HSC/MPP
GR72-bcBAXH,HSC/MPP
GR72-bcCMGK,Meg/Ery-biased-MPP
GR72-bcIFFN,Erythroid
GR72-bcDRQE,HSC/MPP
GR72-bcEGQA,HSC/MPP
GR72-bcEFGI,HSC/MPP
GR72-bcGCTM,Erythroid
GR72-bcBZWT,Erythroid
GR72-bcFXOE,Erythroid
GR72-bcCOGO,Granulocyte
GR72-bcBMMA,HSC/MPP
GR72-bcIAEE,HSC/MPP
GR72-bcHQXK,Basophil
GR72-bcCZTL,HSC/MPP
GR72-bcGJGN,HSC/MPP
GR72-bcGGUF,HSC/MPP
GR72-bcBJRP,HSC/MPP
GR72-bcEPCY,HSC/MPP
GR72-bcFLMN,Lymphoid
GR72-bcANKC,HSC/MPP
GR72-bcBLDH,HSC/MPP
GR72-bcHQYV,Lymphoid
GR72-bcHPRQ,Lymphoid
GR72-bcDRAP,HSC/MPP
GR72-bcGXDA,HSC/MPP
GR72-bcFXQR,HSC/MPP
GR72-bcFUNO,Lymphoid
GR72-bcIACH,HSC/MPP
GR72-bcAIDW,Erythroid
GR72-bcIAVO,Myeloid-biased-MPP
GR72-bcFYIK,HSC/MPP
GR72-bcEEMR,HSC/MPP
GR72-bcIJLF,Myeloid-biased-MPP
GR72-bcAOOR,Myeloid-biased-MPP
GR72-bcCAUC,Granulocyte
GR72-bcDLBM,Lymphoid
GR72-bcEGNK,HSC/MPP
GR72-bcHDYF,HSC/MPP
GR72-bcEFDQ,Lymphoid
GR72-bcDSVA,Basophil
GR72-bcDZJD,Meg/Ery-biased-MPP
GR72-bcETDH,Granulocyte
GR72-bcFNCF,Monocyte
GR72-bcAFRH,Lymphoid
GR72-bcBQNC,Lymphoid
GR72-bcEVXS,Lymphoid
GR72-bcDEFU,Myeloid-biased-MPP
GR72-bcAESQ,HSC/MPP
GR72-bcAPVU,Erythroid
GR72-bcHHPK,HSC/MPP
GR72-bcEFNZ,Lymphoid
GR72-bcACLP,Monocyte
GR72-bcASFP,Platelet
GR72-bcAFVH,Myeloid-biased-MPP
GR72-bcDYTU,Lymphoid
GR72-bcABPE,HSC/MPP
GR72-bcFEMP,Myeloid-biased-MPP
GR72-bcGLRQ,Erythroid
GR72-bcBODJ,HSC/MPP
GR72-bcBBTE,Erythroid
GR72-bcDBLI,Erythroid
GR72-bcGEJJ,Myeloid-biased-MPP
GR72-bcIGWY,Erythroid
GR72-bcBHUN,Myeloid-biased-MPP
GR72-bcCWPQ,Erythroid
GR72-bcIISH,Myeloid-biased-MPP
GR72-bcHPNJ,Granulocyte
GR72-bcEIBH,Erythroid
GR72-bcGQFU,Lymphoid
GR72-bcAUSV,Myeloid-biased-MPP
GR72-bcAHZG,Erythroid
GR72-bcEDOT,HSC/MPP
GR72-bcALFB,Granulocyte
GR72-bcBCGL,Myeloid-biased-MPP
GR72-bcAEEZ,Lymphoid
GR72-bcIGFF,Myeloid-biased-MPP
GR72-bcDGBG,Myeloid-biased-MPP
GR72-bcAOWI,Platelet
GR72-bcEYPL,Erythroid
GR72-bcIEGZ,Granulocyte
GR72-bcIDNC,HSC/MPP
GR72-bcAUKF,Erythroid
GR72-bcCWSU,Lymphoid
GR72-bcHHKH,Erythroid
GR72-bcCEZQ,Platelet
GR72-bcGZZV,Granulocyte
GR72-bcFQQS,Granulocyte
GR72-bcFJDM,HSC/MPP
GR72-bcHKLX,Erythroid
GR72-bcGVEY,Lymphoid
GR72-bcIGDD,Lymphoid
GR72-bcCBPL,HSC/MPP
GR72-bcAKOC,HSC/MPP
GR72-bcDPIS,Erythroid
GR72-bcFXIP,Lymphoid
GR72-bcICDW,Erythroid
GR72-bcCXPT,Erythroid
GR72-bcCSDX,Erythroid
GR72-bcBJII,HSC/MPP
GR72-bcHVVT,Erythroid
GR72-bcCWBQ,Monocyte
GR72-bcAWOW,Granulocyte
GR72-bcCXDT,Erythroid
GR72-bcBLSF,HSC/MPP
GR72-bcBSTE,Granulocyte
GR72-bcGLIQ,Lymphoid
GR72-bcHEJF,Granulocyte
GR72-bcFXRL,HSC/MPP
GR72-bcEIHO,Granulocyte
GR72-bcFFJK,Basophil
GR72-bcHAXB,HSC/MPP
GR72-bcAGEX,Lymphoid
GR72-bcEDUA,Erythroid
GR72-bcAKPE,Platelet
GR72-bcFLQF,HSC/MPP
GR72-bcFZJF,HSC/MPP
GR72-bcHDYH,Basophil
GR72-bcBYEG,Erythroid
GR72-bcCMRS,Granulocyte
GR72-bcFUEV,HSC/MPP
GR72-bcAAVJ,Granulocyte
GR72-bcCDPJ,Erythroid
GR72-bcARPR,Basophil
GR72-bcGWLL,Erythroid
GR72-bcEREH,Lymphoid
GR72-bcHXBN,HSC/MPP
GR72-bcABWY,HSC/MPP
GR72-bcGRWD,Basophil
GR72-bcDFWV,HSC/MPP
GR72-bcBNRK,HSC/MPP
GR72-bcAKZI,Monocyte
GR72-bcBARK,HSC/MPP
GR72-bcGPOT,Meg/Ery-biased-MPP
GR72-bcBOIE,HSC/MPP
GR72-bcGKCE,Erythroid
GR72-bcHELT,HSC/MPP
GR72-bcGXUD,HSC/MPP
GR72-bcIEKG,HSC/MPP
GR72-bcCPMA,Meg/Ery-biased-MPP
GR72-bcGHGT,Granulocyte
GR72-bcDDLH,HSC/MPP
GR72-bcAXND,Lymphoid
GR72-bcECEN,HSC/MPP
GR72-bcBLJO,Erythroid
GR72-bcGVYF,Lymphoid
GR72-bcCDOD,Lymphoid
GR72-bcAEWP,Lymphoid
GR72-bcEMSC,HSC/MPP
GR72-bcDPEZ,HSC/MPP
GR72-bcCBZV,Meg/Ery-biased-MPP
GR72-bcEOSU,Lymphoid
GR72-bcBMEC,Meg/Ery-biased-MPP
GR72-bcBURX,HSC/MPP
GR72-bcDAYD,Erythroid
GR72-bcGKRZ,HSC/MPP
GR72-bcALHM,Erythroid
GR72-bcFTDM,Lymphoid
GR72-bcECKC,HSC/MPP
GR72-bcBSVF,Lymphoid
GR72-bcGEFH,Monocyte
GR72-bcHPMX,Lymphoid
GR72-bcGVST,Erythroid
GR72-bcBTHY,Lymphoid
GR72-bcDWTM,Granulocyte
GR72-bcARRM,Monocyte
GR72-bcECPU,HSC/MPP
GR72-bcIJHO,HSC/MPP
GR72-bcEQTF,HSC/MPP
GR72-bcFUEC,HSC/MPP
GR72-bcIJXL,HSC/MPP
GR72-bcCETZ,Lymphoid
GR72-bcCBVF,HSC/MPP
GR72-bcGZAF,Granulocyte
GR72-bcAGVD,Lymphoid
GR72-bcFBOC,Lymphoid
GR72-bcCULG,HSC/MPP
GR72-bcBCPO,HSC/MPP
GR72-bcGFYT,Granulocyte
GR72-bcIFSM,Lymphoid
GR72-bcHSSK,HSC/MPP
GR72-bcAVED,HSC/MPP
GR72-bcDLHH,Myeloid-biased-MPP
GR72-bcFRYF,Erythroid
GR72-bcCUBM,HSC/MPP
GR72-bcCNCP,Lymphoid
GR72-bcEEIV,Meg/Ery-biased-MPP
GR72-bcAFTE,Myeloid-biased-MPP
GR72-bcFDQH,HSC/MPP
GR72-bcGVXC,HSC/MPP
GR72-bcANGW,Meg/Ery-biased-MPP
GR72-bcFZSF,Monocyte
GR72-bcETHU,Monocyte
GR72-bcDMOX,Lymphoid
GR72-bcHTOU,HSC/MPP
GR72-bcGZTA,Myeloid-biased-MPP
GR72-bcDYFF,HSC/MPP
GR72-bcBGZE,HSC/MPP
GR72-bcFVVM,Erythroid
GR72-bcGAMP,Basophil
GR72-bcBHDE,HSC/MPP
GR72-bcAJQX,Meg/Ery-biased-MPP
GR72-bcGKOF,HSC/MPP
GR72-bcBYGF,Myeloid-biased-MPP
GR72-bcHNAN,HSC/MPP
GR72-bcAOAG,HSC/MPP
GR72-bcHKNC,Lymphoid
GR72-bcCLLS,Lymphoid
GR72-bcAEWK,HSC/MPP
GR72-bcDTYE,Myeloid-biased-MPP
GR72-bcAZGG,HSC/MPP
GR72-bcHVNX,HSC/MPP
GR72-bcANBU,HSC/MPP
GR72-bcAHOY,Lymphoid
GR72-bcETRG,Lymphoid
GR72-bcESPN,Myeloid-biased-MPP
GR72-bcBDTJ,Lymphoid
GR72-bcIBVR,Myeloid-biased-MPP
GR72-bcHKEK,Myeloid-biased-MPP
GR72-bcHXIR,Lymphoid
GR72-bcHBNC,Granulocyte
GR72-bcGILB,Myeloid-biased-MPP
GR72-bcHRJD,Granulocyte
GR72-bcHIIB,Granulocyte
GR72-bcBBSQ,Granulocyte
GR72-bcCNPL,Granulocyte
GR72-bcBABH,Lymphoid
GR72-bcAANI,Granulocyte
GR72-bcHIAB,Granulocyte
GR72-bcBRJW,Granulocyte
GR72-bcAZMP,Erythroid
GR72-bcGPFB,Erythroid
GR72-bcIBUV,Erythroid
GR72-bcBEHU,Basophil
GR72-bcHBNH,Erythroid
GR72-bcFMSZ,Erythroid
GR72-bcAGPV,Lymphoid
GR72-bcHVWE,HSC/MPP
GR72-bcEKBT,HSC/MPP
GR72-bcHKVK,Platelet
GR72-bcGWBM,Granulocyte
GR72-bcDCSX,Erythroid
GR72-bcAFUA,Lymphoid
GR72-bcDAMH,Erythroid
GR72-bcFXKN,Granulocyte
GR72-bcCBBR,Erythroid
GR72-bcDYLK,Lymphoid
GR72-bcCYQX,Meg/Ery-biased-MPP
GR72-bcGIYB,Lymphoid
GR72-bcEVDR,Granulocyte
GR72-bcHPXB,Platelet
GR72-bcGQRL,Granulocyte
GR72-bcDSGQ,HSC/MPP
GR72-bcFCRJ,Monocyte
GR72-bcDISO,Lymphoid
GR72-bcBEQW,HSC/MPP
GR72-bcHEEE,Erythroid
GR72-bcHPVM,Erythroid
GR72-bcIBNN,Lymphoid
GR72-bcFXBS,HSC/MPP
GR72-bcBXVK,Erythroid
GR72-bcGMIV,Granulocyte
GR72-bcHYGX,HSC/MPP
GR72-bcBHBW,HSC/MPP
GR72-bcHVGU,Erythroid
GR72-bcBJLW,Granulocyte
GR72-bcGVTY,HSC/MPP
GR72-bcHDGL,HSC/MPP
GR72-bcGVIV,Granulocyte
GR72-bcCAYJ,Platelet
GR72-bcDKWI,Erythroid
GR72-bcHBYP,HSC/MPP
GR72-bcBHBE,Basophil
GR72-bcCEKG,HSC/MPP
GR72-bcFYYW,Monocyte
GR72-bcENZS,Erythroid
GR72-bcFNKB,Erythroid
GR72-bcFKJF,HSC/MPP
GR72-bcEQBS,Erythroid
GR72-bcDUNZ,Platelet
GR72-bcAUTA,HSC/MPP
GR72-bcBGJZ,Erythroid
GR72-bcBJHP,HSC/MPP
GR72-bcECBU,HSC/MPP
GR72-bcGEZZ,Basophil
GR72-bcHOSN,Granulocyte
GR72-bcHTOS,Lymphoid
GR72-bcFEXZ,Basophil
GR72-bcFYXD,Lymphoid
GR72-bcFCMI,HSC/MPP
GR72-bcEIZN,HSC/MPP
GR72-bcAYWC,Lymphoid
GR72-bcHIUS,Granulocyte
GR72-bcBCIK,HSC/MPP
GR72-bcFTSK,Granulocyte
GR72-bcCBCF,HSC/MPP
GR72-bcFBKN,HSC/MPP
GR72-bcDHCR,Granulocyte
GR72-bcIBCS,Lymphoid
GR72-bcEETI,Erythroid
GR72-bcGQKR,Lymphoid
GR72-bcCRWT,HSC/MPP
GR72-bcCCVY,HSC/MPP
GR72-bcBJXZ,HSC/MPP
GR72-bcHFJH,HSC/MPP
GR72-bcHDLI,Erythroid
GR72-bcGGXT,Lymphoid
GR72-bcGMDX,Meg/Ery-biased-MPP
GR72-bcGOOO,Erythroid
GR72-bcHTGR,Meg/Ery-biased-MPP
GR72-bcHEMJ,HSC/MPP
GR72-bcAXBE,HSC/MPP
GR72-bcFBTN,Erythroid
GR72-bcFIEZ,HSC/MPP
GR72-bcHCXM,HSC/MPP
GR72-bcBYGW,Lymphoid
GR72-bcAFJP,Meg/Ery-biased-MPP
GR72-bcAEHZ,Monocyte
GR72-bcBFWD,HSC/MPP
GR72-bcEWTA,Monocyte
GR72-bcEOXL,HSC/MPP
GR72-bcCBXZ,Lymphoid
GR72-bcBDCI,Lymphoid
GR72-bcBPCY,Lymphoid
GR72-bcGRJA,HSC/MPP
GR72-bcGUTM,Erythroid
GR72-bcHMJF,Erythroid
GR72-bcHWTT,HSC/MPP
GR72-bcIFJX,Myeloid-biased-MPP
GR72-bcGDUU,Myeloid-biased-MPP
GR72-bcEEPH,HSC/MPP
GR72-bcELQA,Lymphoid
GR72-bcBKWA,Granulocyte
GR72-bcFHDZ,Lymphoid
GR72-bcEDMP,Granulocyte
GR72-bcEZUO,Lymphoid
GR72-bcCWCO,Granulocyte
GR72-bcHKNV,Lymphoid
GR72-bcDBCM,HSC/MPP
GR72-bcGFLW,Myeloid-biased-MPP
GR72-bcCWAQ,Erythroid
GR72-bcCYTO,HSC/MPP
GR72-bcIJET,HSC/MPP
GR72-bcIJKV,HSC/MPP
GR72-bcHPCK,Myeloid-biased-MPP
GR72-bcDVQM,Lymphoid
GR72-bcFZVQ,Lymphoid
GR72-bcCCMQ,HSC/MPP
GR72-bcBMZM,HSC/MPP
GR72-bcEZUL,HSC/MPP
GR72-bcGAKC,HSC/MPP
GR72-bcFRCI,Myeloid-biased-MPP
GR72-bcEFJU,Lymphoid
GR72-bcAMHI,Myeloid-biased-MPP
GR72-bcDXXB,HSC/MPP
GR72-bcFKHF,Lymphoid
GR72-bcIIGX,HSC/MPP
GR72-bcIEZN,Lymphoid
GR72-bcBQAN,Myeloid-biased-MPP
GR72-bcBFYL,Monocyte
GR72-bcEIGV,Lymphoid
GR72-bcGUGV,Basophil
GR72-bcGGQP,Lymphoid
GR72-bcGQRO,HSC/MPP
GR72-bcGRMC,Myeloid-biased-MPP
GR72-bcBSOF,Myeloid-biased-MPP
GR72-bcHDOR,Myeloid-biased-MPP
GR72-bcAQZK,Myeloid-biased-MPP
GR72-bcGLPW,HSC/MPP
GR72-bcEPCQ,Monocyte
GR72-bcGYZW,HSC/MPP
GR72-bcARXF,Granulocyte
GR72-bcHNOU,Lymphoid
GR72-bcBXKL,Lymphoid
GR72-bcHHGE,Myeloid-biased-MPP
GR72-bcBUQI,Myeloid-biased-MPP
GR72-bcEVDX,Granulocyte
GR72-bcAYRC,Myeloid-biased-MPP
GR72-bcIISA,Lymphoid
GR72-bcEBTP,Lymphoid
GR72-bcHOYV,Monocyte
GR72-bcGMQL,Lymphoid
GR72-bcCQJL,Granulocyte
GR72-bcHUVL,Lymphoid
GR72-bcGALB,Granulocyte
GR72-bcGKUQ,HSC/MPP
GR72-bcGCPM,Granulocyte
GR72-bcHCHE,Erythroid
GR72-bcECZW,Erythroid
GR72-bcDTDX,Granulocyte
GR72-bcFQQE,Granulocyte
GR72-bcEZQI,Erythroid
GR72-bcGYJX,HSC/MPP
GR72-bcCHKC,Granulocyte
GR72-bcBCYL,Erythroid
GR72-bcGZJO,Erythroid
GR72-bcFZQU,Erythroid
GR72-bcFXDX,Erythroid
GR72-bcHFWF,Erythroid
GR72-bcCDBV,HSC/MPP
GR72-bcHEMR,HSC/MPP
GR72-bcGMZQ,Lymphoid
GR72-bcARED,HSC/MPP
GR72-bcGXZP,HSC/MPP
GR72-bcAZWT,Erythroid
GR72-bcCKAJ,Lymphoid
GR72-bcDHKR,Erythroid
GR72-bcGWSF,Erythroid
GR72-bcDAOS,Granulocyte
GR72-bcBLQB,Erythroid
GR72-bcAARQ,HSC/MPP
GR72-bcBGEM,HSC/MPP
GR72-bcFAOP,HSC/MPP
GR72-bcBMGR,HSC/MPP
GR72-bcFYPA,Erythroid
GR72-bcHPDM,Lymphoid
GR72-bcBOJS,HSC/MPP
GR72-bcGEKE,HSC/MPP
GR72-bcCVKZ,Lymphoid
GR72-bcBCQV,Meg/Ery-biased-MPP
GR72-bcFAMC,HSC/MPP
GR72-bcGCFU,Granulocyte
GR72-bcCWWV,Basophil
GR72-bcBUYS,Erythroid
GR72-bcFRSO,HSC/MPP
GR72-bcEICN,Erythroid
GR72-bcFHZD,Granulocyte
GR72-bcGICV,HSC/MPP
GR72-bcCDRF,HSC/MPP
GR72-bcCUFB,HSC/MPP
GR72-bcGWRR,HSC/MPP
GR72-bcDECN,Meg/Ery-biased-MPP
GR72-bcATWN,Basophil
GR72-bcAOLT,HSC/MPP
GR72-bcFIJO,Granulocyte
GR72-bcBHLD,Erythroid
GR72-bcBXSV,HSC/MPP
GR72-bcBQAF,HSC/MPP
GR72-bcEZNL,HSC/MPP
GR72-bcHJNC,Lymphoid
GR72-bcFJVI,Erythroid
GR72-bcCVPY,Lymphoid
GR72-bcIGCR,HSC/MPP
GR72-bcFEGG,HSC/MPP
GR72-bcIHFK,HSC/MPP
GR72-bcIJPM,HSC/MPP
GR72-bcGAOO,HSC/MPP
GR72-bcGDYS,HSC/MPP
GR72-bcEHOJ,Meg/Ery-biased-MPP
GR72-bcBYLJ,Lymphoid
GR72-bcBOZO,Monocyte
GR72-bcHNKX,HSC/MPP
GR72-bcFTLW,Myeloid-biased-MPP
GR72-bcFBIE,HSC/MPP
GR72-bcEEHB,HSC/MPP
GR72-bcAKWM,Erythroid
GR72-bcDPCV,HSC/MPP
GR72-bcBYLL,HSC/MPP
GR72-bcFMZE,HSC/MPP
GR72-bcDBMS,HSC/MPP
GR72-bcFAKE,Lymphoid
GR72-bcFALO,Granulocyte
GR72-bcAJHP,Erythroid
GR72-bcBFEK,Lymphoid
GR72-bcBDRH,Erythroid
GR72-bcBJTP,HSC/MPP
GR72-bcGXBT,HSC/MPP
GR72-bcDRZB,Basophil
GR72-bcFLGQ,Meg/Ery-biased-MPP
GR72-bcCXOU,HSC/MPP
GR72-bcDQGM,Erythroid
GR72-bcHRXA,HSC/MPP
GR72-bcDPHM,HSC/MPP
GR72-bcAKLE,HSC/MPP
GR72-bcHZXL,Erythroid
GR72-bcHPFN,Monocyte
GR72-bcIDOM,HSC/MPP
GR72-bcCOTZ,Lymphoid
GR72-bcAHXW,Lymphoid
GR72-bcFSVW,Monocyte
GR72-bcEGIM,HSC/MPP
GR72-bcBYDB,HSC/MPP
GR72-bcASDK,HSC/MPP
GR72-bcCJLD,Monocyte
GR72-bcHDNE,HSC/MPP
GR72-bcAJYR,Monocyte
GR72-bcGBZI,Erythroid
GR72-bcERZO,Basophil
GR72-bcELYM,Lymphoid
GR72-bcCEUA,Granulocyte
GR72-bcESQR,HSC/MPP
GR72-bcHNAM,Meg/Ery-biased-MPP
GR72-bcBZIM,HSC/MPP
GR72-bcASPK,HSC/MPP
GR72-bcAYKY,Erythroid
GR72-bcDJIV,Lymphoid
GR72-bcFKLO,HSC/MPP
GR72-bcBPQZ,Monocyte
GR72-bcGSNN,Platelet
GR72-bcDDCQ,HSC/MPP
GR72-bcFIPA,HSC/MPP
GR72-bcDBSM,HSC/MPP
GR72-bcAOVA,HSC/MPP
GR72-bcGGDA,HSC/MPP
GR72-bcFHSL,Erythroid
GR72-bcBGJJ,Myeloid-biased-MPP
GR72-bcAXXF,Meg/Ery-biased-MPP
GR72-bcIJLO,Lymphoid
GR72-bcDDDK,Erythroid
GR72-bcGLZK,Erythroid
GR72-bcEJCB,Erythroid
GR72-bcEWUU,Myeloid-biased-MPP
GR72-bcBRDA,Basophil
GR72-bcBWUM,HSC/MPP
GR72-bcIKBL,Myeloid-biased-MPP
GR72-bcHUAZ,Lymphoid
GR72-bcCOCK,Myeloid-biased-MPP
GR72-bcHOGO,Erythroid
GR72-bcCKEF,Myeloid-biased-MPP
GR72-bcFVAM,HSC/MPP
GR72-bcHXOX,Myeloid-biased-MPP
GR72-bcEQNF,Erythroid
GR72-bcAVTC,Granulocyte
GR72-bcGLTN,HSC/MPP
GR72-bcBFZE,Lymphoid
GR72-bcFRQV,Myeloid-biased-MPP
GR72-bcGMIG,Myeloid-biased-MPP
GR72-bcIJCC,Myeloid-biased-MPP
GR72-bcHUCN,HSC/MPP
GR72-bcACWN,Lymphoid
GR72-bcDXUO,Myeloid-biased-MPP
GR72-bcBTMO,Myeloid-biased-MPP
GR72-bcFTCP,Myeloid-biased-MPP
GR72-bcHUDB,Myeloid-biased-MPP
GR72-bcGLSG,Myeloid-biased-MPP
GR72-bcENBY,Lymphoid
GR72-bcFSDL,Granulocyte
GR72-bcBIGG,Lymphoid
GR72-bcHXVU,Granulocyte
GR72-bcBHAY,Granulocyte
GR72-bcIJQC,Myeloid-biased-MPP
GR72-bcFGFT,Granulocyte
GR72-bcHVHT,Lymphoid
GR72-bcHGFL,Erythroid
GR72-bcBIWG,Basophil
GR72-bcHWOH,Basophil
GR72-bcBWLU,Erythroid
GR72-bcHAJL,Erythroid
GR72-bcHZYC,Granulocyte
GR72-bcCVGX,Erythroid
GR72-bcDVJU,HSC/MPP
GR72-bcHGVM,Granulocyte
GR72-bcETUW,Erythroid
GR72-bcHZIN,Erythroid
GR72-bcAURB,Meg/Ery-biased-MPP
GR72-bcBLQM,HSC/MPP
GR72-bcGBLP,HSC/MPP
GR72-bcGHDE,HSC/MPP
GR72-bcFJZH,Erythroid
GR72-bcEJXJ,HSC/MPP
GR72-bcAKDI,Granulocyte
GR72-bcBRUA,HSC/MPP
GR72-bcADLT,Erythroid
GR72-bcCASX,HSC/MPP
GR72-bcIEPH,Granulocyte
GR72-bcIDLM,Erythroid
GR72-bcFSDQ,Erythroid
GR72-bcBOIY,Basophil
GR72-bcBIGN,HSC/MPP
GR72-bcHZFD,HSC/MPP
GR72-bcAPNP,HSC/MPP
GR72-bcDEIN,Lymphoid
GR72-bcENFO,Erythroid
GR72-bcACFO,HSC/MPP
GR72-bcCTRO,Erythroid
GR72-bcALKO,Granulocyte
GR72-bcAEAV,HSC/MPP
GR72-bcBKHK,Platelet
GR72-bcGDXU,HSC/MPP
GR72-bcDOSE,Erythroid
GR72-bcGSCX,Basophil
GR72-bcGHYG,Platelet
GR72-bcAVOY,HSC/MPP
GR72-bcHWSR,Erythroid
GR72-bcFLRU,HSC/MPP
GR72-bcCFPB,Erythroid
GR72-bcALBP,Granulocyte
GR72-bcFDIE,HSC/MPP
GR72-bcEGJU,Erythroid
GR72-bcGLOE,HSC/MPP
GR72-bcFAEI,Basophil
GR72-bcFCQE,Meg/Ery-biased-MPP
GR72-bcGYAS,HSC/MPP
GR72-bcBFEB,HSC/MPP
GR72-bcAKDN,Erythroid
GR72-bcCVWT,HSC/MPP
GR72-bcBZWZ,Granulocyte
GR72-bcCNAR,HSC/MPP
GR72-bcDJAL,HSC/MPP
GR72-bcAKHA,HSC/MPP
GR72-bcHHBS,HSC/MPP
GR72-bcGDSB,Meg/Ery-biased-MPP
GR72-bcDIET,HSC/MPP
GR72-bcAYBJ,HSC/MPP
GR72-bcBUDM,HSC/MPP
GR72-bcDUFF,Lymphoid
GR72-bcBOBJ,HSC/MPP
GR72-bcEYKW,Erythroid
GR72-bcATZP,Granulocyte
GR72-bcEWQP,HSC/MPP
GR72-bcAZTM,Lymphoid
GR72-bcETTV,HSC/MPP
GR72-bcGZUC,Monocyte
GR72-bcHFBH,Meg/Ery-biased-MPP
GR72-bcGSZF,HSC/MPP
GR72-bcHWJI,HSC/MPP
GR72-bcALAR,HSC/MPP
GR72-bcHPXA,Lymphoid
GR72-bcDYFS,Meg/Ery-biased-MPP
GR72-bcBSAB,HSC/MPP
GR72-bcHDRY,HSC/MPP
GR72-bcCERB,HSC/MPP
GR72-bcHCKB,HSC/MPP
GR72-bcEVTR,HSC/MPP
GR72-bcHSON,HSC/MPP
GR72-bcGIZA,HSC/MPP
GR72-bcETUQ,Myeloid-biased-MPP
GR72-bcGRGF,Meg/Ery-biased-MPP
GR72-bcHDBD,HSC/MPP
GR72-bcHKTY,Lymphoid
GR72-bcAJMX,Monocyte
GR72-bcHXIZ,HSC/MPP
GR72-bcFMNN,Meg/Ery-biased-MPP
GR72-bcGLFL,HSC/MPP
GR72-bcEDTB,HSC/MPP
GR72-bcCHXG,Lymphoid
GR72-bcEHEG,HSC/MPP
GR72-bcIDWT,Lymphoid
GR72-bcAUQS,Monocyte
GR72-bcDDNA,HSC/MPP
GR72-bcGOCY,Meg/Ery-biased-MPP
GR72-bcEEVA,Lymphoid
GR72-bcBAXT,HSC/MPP
GR72-bcHPEV,Erythroid
GR72-bcFIEW,Erythroid
GR72-bcEHZR,Lymphoid
GR72-bcICIZ,HSC/MPP
GR72-bcFXZC,HSC/MPP
GR72-bcBIKI,HSC/MPP
GR72-bcBYUG,HSC/MPP
GR72-bcGLTW,Basophil
GR72-bcEFZY,HSC/MPP
GR72-bcBILI,HSC/MPP
GR72-bcEVJY,Meg/Ery-biased-MPP
GR72-bcEPIY,Myeloid-biased-MPP
GR72-bcEIBK,Myeloid-biased-MPP
GR72-bcCLQA,Lymphoid
GR72-bcICQO,Granulocyte
GR72-bcCHAG,HSC/MPP
GR72-bcDRQY,Lymphoid
GR72-bcBQDF,Myeloid-biased-MPP
GR72-bcGRKX,Lymphoid
GR72-bcBIEN,Myeloid-biased-MPP
GR72-bcAVJU,Meg/Ery-biased-MPP
GR72-bcCHTI,Myeloid-biased-MPP
GR72-bcAEUK,Erythroid
GR72-bcHRMK,Erythroid
GR72-bcGXTL,Myeloid-biased-MPP
GR72-bcDOBW,Lymphoid
GR72-bcHETT,Myeloid-biased-MPP
GR72-bcGOPN,Lymphoid
GR72-bcBABE,Myeloid-biased-MPP
GR72-bcGJTR,Lymphoid
GR72-bcBQGO,Erythroid
GR72-bcGSCN,Myeloid-biased-MPP
GR72-bcCBEA,HSC/MPP
GR72-bcDJSP,Myeloid-biased-MPP
GR72-bcAZDB,Lymphoid
GR72-bcARVH,Lymphoid
GR72-bcFIDA,Lymphoid
GR72-bcFDDW,HSC/MPP
GR72-bcAEAP,Lymphoid
GR72-bcHDQK,Myeloid-biased-MPP
GR72-bcBOZE,Myeloid-biased-MPP
GR72-bcBJXH,Myeloid-biased-MPP
GR72-bcEAWU,HSC/MPP
GR72-bcBFND,Monocyte
GR72-bcHKEZ,HSC/MPP
GR72-bcIEZA,Granulocyte
GR72-bcBLYH,Granulocyte
GR72-bcHILM,Myeloid-biased-MPP
GR72-bcAHHR,Myeloid-biased-MPP
GR72-bcEPIW,Granulocyte
GR72-bcGARC,Granulocyte
GR72-bcDRHJ,Granulocyte
GR72-bcHQJM,Myeloid-biased-MPP
GR72-bcEQHM,Granulocyte
GR72-bcHJSE,Granulocyte
GR72-bcHLIG,Erythroid
GR72-bcFYRA,Erythroid
GR72-bcFVED,Erythroid
GR72-bcCOME,Lymphoid
GR72-bcCBVJ,Lymphoid
GR72-bcGWNA,Erythroid
GR72-bcHSFR,Granulocyte
GR72-bcBRTM,Erythroid
GR72-bcHLRU,Lymphoid
GR72-bcBCWB,Erythroid
GR72-bcBNUS,Erythroid
GR72-bcHLSL,Erythroid
GR72-bcICIM,Erythroid
GR72-bcHIQX,Erythroid
GR72-bcHCQD,Granulocyte
GR72-bcHRXO,HSC/MPP
GR72-bcBMCH,Lymphoid
GR72-bcHCRF,HSC/MPP
GR72-bcBNGQ,HSC/MPP
GR72-bcEBRV,Lymphoid
GR72-bcGEZK,Erythroid
GR72-bcCGFU,Erythroid
GR72-bcBAER,Erythroid
GR72-bcGLMS,HSC/MPP
GR72-bcGTMN,Granulocyte
GR72-bcDPCO,Erythroid
GR72-bcBEBN,Granulocyte
GR72-bcBNSC,Meg/Ery-biased-MPP
GR72-bcCAZO,Erythroid
GR72-bcGRQA,Granulocyte
GR72-bcCEMK,HSC/MPP
GR72-bcDBHL,Granulocyte
GR72-bcICOW,HSC/MPP
GR72-bcHYZI,Platelet
GR72-bcAGZO,HSC/MPP
